Date,Time_of_Purchase,Branch,City,Region,Product_Line,Customer_Type,Sales_Channel,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Method,Customer_Rating
2024-07-14,11:41:25,B,Chicago,Midwest,Electronics,Member,Online,2,101.73,0.15,172.941,40.86,Gift Card,9.3
2025-08-26,09:53:53,B,Chicago,Midwest,Health & Beauty,Normal,Online,6,326.53,0.07,1822.0373999999997,183.41,Debit Card,9.2
2023-11-05,11:15:51,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,4,304.47,0.0,1217.88,139.48,Debit Card,7.2
2023-09-05,16:37:32,A,New York,East,Clothing,Member,Online,9,12.25,0.24,83.79,12.75,Credit Card,7.1
2024-11-24,21:50:58,B,Chicago,Midwest,Sports,Member,In-store,4,433.27,0.01,1715.7492,282.53,Credit Card,4.9
2025-12-17,17:16:02,C,San Francisco,West,Health & Beauty,Member,In-store,8,571.15,0.17,3792.4359999999997,719.63,Gift Card,4.1
2024-01-25,21:02:35,C,San Francisco,West,Home & Kitchen,Member,In-store,4,25.36,0.11,90.2816,23.42,Gift Card,9.1
2025-04-22,12:25:00,C,San Francisco,West,Home & Kitchen,Member,Online,6,510.71,0.07,2849.7617999999998,237.33,Gift Card,4.4
2025-05-31,17:27:19,A,New York,East,Health & Beauty,Member,Online,2,520.06,0.17,863.2995999999998,109.84,Gift Card,5.2
2023-08-03,13:02:19,C,San Francisco,West,Electronics,Normal,Online,8,67.51,0.02,529.2784,42.58,Credit Card,5.6
2023-09-28,14:58:24,B,Chicago,Midwest,Health & Beauty,Member,In-store,6,406.59,0.04,2341.9584,634.55,Gift Card,6.0
2024-02-16,12:36:09,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,9,102.11,0.18,753.5718,124.26,Cash,7.5
2023-06-18,14:16:23,B,Chicago,Midwest,Clothing,Member,In-store,3,228.02,0.18,560.9292,152.74,UPI,4.5
2023-08-31,11:13:19,B,Chicago,Midwest,Health & Beauty,Normal,In-store,2,405.65,0.23,624.701,135.33,Cash,5.0
2024-04-10,20:13:32,C,San Francisco,West,Home & Kitchen,Normal,In-store,8,580.69,0.19,3762.8712000000005,699.44,Debit Card,8.1
2023-10-13,14:40:21,C,San Francisco,West,Home & Kitchen,Member,Online,7,295.17,0.18,1694.2758000000001,303.9,UPI,4.2
2024-05-04,13:49:24,C,San Francisco,West,Sports,Member,Online,5,313.26,0.03,1519.311,137.05,Cash,7.2
2025-06-10,21:34:57,A,New York,East,Home & Kitchen,Normal,In-store,1,321.08,0.05,305.02599999999995,62.98,Credit Card,4.7
2023-10-05,20:58:39,B,Chicago,Midwest,Clothing,Member,Online,7,157.84,0.05,1049.636,102.54,Cash,9.8
2025-05-16,17:00:59,C,San Francisco,West,Sports,Normal,In-store,7,582.48,0.04,3914.2656,448.98,Cash,4.5
2024-02-09,12:37:14,C,San Francisco,West,Electronics,Normal,Online,3,566.69,0.19,1377.0567000000003,130.97,Debit Card,8.2
2023-02-25,14:42:41,A,New York,East,Clothing,Member,In-store,1,505.73,0.18,414.69860000000006,110.53,Credit Card,6.4
2025-11-16,10:20:11,B,Chicago,Midwest,Home & Kitchen,Normal,Online,3,367.34,0.21,870.5958,130.21,Cash,6.4
2023-04-04,10:37:01,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,1,513.07,0.13,446.37090000000006,104.79,Cash,7.4
2025-02-25,20:14:05,A,New York,East,Home & Kitchen,Normal,In-store,5,11.33,0.04,54.38399999999999,8.3,Cash,7.2
2025-12-30,09:34:49,B,Chicago,Midwest,Sports,Normal,Online,3,102.22,0.02,300.5268,45.6,Gift Card,9.7
2025-12-04,10:47:31,A,New York,East,Health & Beauty,Member,Online,6,382.35,0.23,1766.4570000000003,164.08,Gift Card,8.2
2025-11-19,18:13:59,C,San Francisco,West,Electronics,Member,In-store,2,256.87,0.08,472.6408,106.24,Credit Card,8.5
2025-12-20,09:51:10,C,San Francisco,West,Home & Kitchen,Normal,In-store,6,292.23,0.24,1332.5688,255.37,Gift Card,6.5
2024-03-21,14:13:39,A,New York,East,Sports,Normal,In-store,7,124.06,0.21,686.0518000000001,148.6,Gift Card,6.0
2023-12-20,17:55:59,C,San Francisco,West,Electronics,Member,Online,6,511.63,0.04,2946.9887999999996,539.76,Credit Card,6.8
2025-11-13,13:09:14,B,Chicago,Midwest,Electronics,Normal,In-store,2,158.31,0.21,250.12980000000002,39.83,Debit Card,8.7
2024-03-07,21:59:11,B,Chicago,Midwest,Electronics,Normal,In-store,5,324.04,0.18,1328.564,269.17,UPI,9.1
2025-11-09,20:07:49,C,San Francisco,West,Home & Kitchen,Member,In-store,9,338.83,0.14,2622.5442,402.69,Gift Card,8.6
2025-12-02,19:44:33,C,San Francisco,West,Clothing,Normal,In-store,2,55.18,0.03,107.0492,19.92,UPI,5.2
2025-06-30,13:59:34,B,Chicago,Midwest,Clothing,Normal,In-store,2,269.93,0.11,480.47540000000004,117.82,Debit Card,9.8
2023-11-24,16:28:04,A,New York,East,Home & Kitchen,Member,In-store,5,368.18,0.16,1546.356,269.41,Credit Card,5.5
2025-02-08,20:33:53,A,New York,East,Home & Kitchen,Normal,In-store,5,58.52,0.01,289.67400000000004,74.72,Credit Card,9.3
2024-09-27,09:08:34,A,New York,East,Sports,Normal,Online,8,37.66,0.14,259.1008,43.78,Gift Card,9.6
2023-01-26,21:43:55,B,Chicago,Midwest,Health & Beauty,Normal,Online,8,217.0,0.02,1701.28,353.65,Debit Card,9.1
2023-03-21,16:17:30,B,Chicago,Midwest,Health & Beauty,Member,Online,5,342.29,0.06,1608.763,352.18,Debit Card,9.2
2023-10-25,17:24:24,B,Chicago,Midwest,Health & Beauty,Member,Online,8,516.99,0.2,3308.7360000000003,921.34,UPI,7.5
2024-06-17,20:48:17,B,Chicago,Midwest,Health & Beauty,Member,In-store,1,369.27,0.14,317.57219999999995,30.95,UPI,8.6
2024-09-22,21:16:41,C,San Francisco,West,Home & Kitchen,Member,In-store,8,228.1,0.08,1678.816,193.14,Cash,8.8
2025-07-21,20:46:50,A,New York,East,Home & Kitchen,Normal,Online,9,190.18,0.24,1300.8312,348.5,UPI,9.5
2023-08-30,19:10:55,C,San Francisco,West,Health & Beauty,Normal,Online,2,141.43,0.04,271.5456,35.43,Credit Card,4.6
2023-02-17,19:20:44,A,New York,East,Home & Kitchen,Member,Online,4,572.33,0.16,1923.0288,491.96,Gift Card,8.7
2025-12-12,14:54:16,C,San Francisco,West,Electronics,Normal,In-store,5,597.9,0.11,2660.655,419.26,Debit Card,4.9
2023-07-21,19:43:34,C,San Francisco,West,Home & Kitchen,Normal,Online,5,436.42,0.11,1942.069,345.43,UPI,4.1
2024-06-01,19:46:27,B,Chicago,Midwest,Clothing,Member,In-store,2,431.43,0.18,707.5452,165.97,Credit Card,8.0
2024-09-18,11:58:24,B,Chicago,Midwest,Clothing,Member,Online,4,405.67,0.09,1476.6388000000002,336.35,Gift Card,6.9
2024-01-15,15:46:41,A,New York,East,Home & Kitchen,Normal,Online,6,471.7,0.08,2603.784,446.71,Credit Card,4.1
2025-05-19,11:24:12,C,San Francisco,West,Electronics,Member,Online,1,421.38,0.09,383.4558,49.0,Cash,8.7
2025-03-01,21:11:42,A,New York,East,Sports,Member,Online,2,569.1,0.19,921.9420000000001,165.92,UPI,7.2
2024-04-30,10:45:39,A,New York,East,Clothing,Normal,In-store,3,413.58,0.18,1017.4068000000001,169.02,Gift Card,6.6
2023-11-14,10:34:10,A,New York,East,Health & Beauty,Member,In-store,8,96.59,0.18,633.6304000000001,86.23,Cash,5.8
2024-02-11,17:44:11,A,New York,East,Home & Kitchen,Member,Online,6,500.5,0.24,2282.28,506.57,UPI,5.7
2024-10-10,21:42:22,A,New York,East,Health & Beauty,Member,In-store,9,412.5,0.19,3007.125,746.0,Credit Card,5.4
2025-01-05,17:54:32,A,New York,East,Sports,Normal,In-store,2,45.88,0.25,68.82000000000001,14.97,Gift Card,7.0
2023-07-15,14:50:22,A,New York,East,Home & Kitchen,Member,In-store,4,42.22,0.11,150.3032,17.32,Cash,5.8
2023-05-22,09:10:04,A,New York,East,Home & Kitchen,Normal,In-store,4,529.77,0.11,1885.9812,464.41,UPI,8.1
2024-09-03,10:48:02,B,Chicago,Midwest,Electronics,Member,In-store,9,237.96,0.16,1798.9776,289.93,Cash,6.7
2023-08-10,09:26:35,A,New York,East,Home & Kitchen,Member,Online,5,535.56,0.0,2677.7999999999997,551.71,Credit Card,9.6
2023-01-04,10:01:44,A,New York,East,Electronics,Member,In-store,3,411.51,0.14,1061.6958,217.67,Cash,7.8
2023-01-18,18:05:24,B,Chicago,Midwest,Clothing,Normal,Online,8,451.92,0.24,2747.6736,399.67,Credit Card,8.8
2025-10-16,16:42:20,A,New York,East,Home & Kitchen,Member,Online,9,13.05,0.07,109.2285,22.94,Gift Card,8.6
2024-01-15,21:28:04,A,New York,East,Health & Beauty,Member,Online,8,26.34,0.15,179.112,24.79,Debit Card,8.0
2023-05-07,15:36:07,A,New York,East,Home & Kitchen,Normal,Online,6,280.14,0.05,1596.7979999999998,243.83,UPI,6.5
2025-06-09,10:30:45,A,New York,East,Home & Kitchen,Member,In-store,6,12.75,0.0,76.5,19.57,Credit Card,7.3
2024-11-19,20:09:18,A,New York,East,Electronics,Normal,Online,7,426.95,0.17,2480.5795,578.66,Debit Card,4.1
2025-03-24,21:51:59,B,Chicago,Midwest,Clothing,Normal,Online,3,84.72,0.0,254.16,34.27,Gift Card,8.6
2025-06-06,10:18:10,A,New York,East,Sports,Normal,Online,6,80.05,0.12,422.664,82.06,Debit Card,4.8
2024-04-05,18:57:59,C,San Francisco,West,Clothing,Member,In-store,6,468.7,0.23,2165.394,348.95,UPI,6.9
2023-06-29,10:03:04,B,Chicago,Midwest,Sports,Normal,Online,3,485.37,0.12,1281.3768000000002,265.05,Debit Card,5.6
2024-07-25,09:59:18,B,Chicago,Midwest,Sports,Member,In-store,1,104.79,0.12,92.21520000000001,9.86,Credit Card,5.2
2025-07-19,12:05:22,C,San Francisco,West,Sports,Normal,In-store,3,18.1,0.05,51.585,12.3,UPI,8.7
2025-02-22,14:49:48,C,San Francisco,West,Home & Kitchen,Normal,In-store,1,269.58,0.01,266.88419999999996,21.96,Cash,8.4
2023-07-17,10:26:23,A,New York,East,Health & Beauty,Normal,Online,3,323.14,0.15,824.007,214.09,Credit Card,5.3
2024-04-01,16:37:38,B,Chicago,Midwest,Clothing,Normal,Online,9,50.9,0.15,389.38499999999993,94.77,Gift Card,9.1
2023-11-02,15:36:22,A,New York,East,Health & Beauty,Normal,Online,2,510.43,0.01,1010.6514,247.53,Debit Card,4.8
2023-01-11,12:58:38,B,Chicago,Midwest,Sports,Normal,Online,7,518.3,0.02,3555.5379999999996,377.69,UPI,9.4
2025-03-11,19:36:30,B,Chicago,Midwest,Health & Beauty,Member,In-store,7,515.17,0.02,3534.0661999999998,961.6,Credit Card,8.3
2025-11-16,14:38:28,A,New York,East,Health & Beauty,Normal,Online,2,521.31,0.12,917.5056,77.72,Gift Card,7.1
2025-10-10,15:17:36,A,New York,East,Health & Beauty,Member,Online,8,362.41,0.16,2435.3952,218.75,Gift Card,6.0
2024-09-21,12:56:31,A,New York,East,Clothing,Member,In-store,7,566.82,0.15,3372.579,564.67,Gift Card,8.1
2023-03-15,09:50:05,A,New York,East,Health & Beauty,Normal,Online,5,111.34,0.2,445.36000000000007,88.59,Debit Card,5.2
2025-08-30,15:52:57,C,San Francisco,West,Electronics,Normal,In-store,6,462.85,0.11,2471.619,285.01,Credit Card,7.1
2025-03-06,15:24:29,B,Chicago,Midwest,Home & Kitchen,Normal,Online,5,152.3,0.21,601.585,106.58,Cash,4.7
2024-04-17,09:24:43,A,New York,East,Electronics,Member,Online,3,505.39,0.18,1243.2594000000001,169.13,Credit Card,6.5
2024-04-14,15:17:44,A,New York,East,Sports,Member,Online,8,138.13,0.05,1049.788,278.23,Cash,9.4
2024-02-06,11:53:54,B,Chicago,Midwest,Clothing,Normal,In-store,9,90.25,0.21,641.6775,84.65,Debit Card,5.2
2024-06-20,13:04:37,A,New York,East,Home & Kitchen,Normal,In-store,9,169.26,0.23,1172.9718,296.46,Cash,6.7
2023-05-27,10:48:39,C,San Francisco,West,Home & Kitchen,Normal,Online,4,264.06,0.16,887.2416,149.4,Gift Card,4.7
2023-03-14,20:50:24,B,Chicago,Midwest,Electronics,Normal,Online,5,496.59,0.23,1911.8715,391.7,Cash,6.5
2024-09-04,16:44:16,A,New York,East,Health & Beauty,Normal,In-store,8,121.38,0.03,941.9087999999999,114.76,UPI,6.6
2025-08-05,19:27:29,C,San Francisco,West,Home & Kitchen,Member,Online,1,410.14,0.08,377.3288,72.19,UPI,6.0
2023-02-25,16:12:14,A,New York,East,Health & Beauty,Member,Online,9,189.31,0.05,1618.6004999999998,329.01,Debit Card,4.4
2024-05-19,13:29:11,C,San Francisco,West,Electronics,Member,Online,9,64.49,0.12,510.76079999999996,124.61,Cash,8.8
2024-10-03,12:34:29,C,San Francisco,West,Clothing,Normal,Online,5,295.72,0.14,1271.596,279.59,UPI,9.5
2024-03-22,11:50:41,C,San Francisco,West,Health & Beauty,Normal,Online,3,165.68,0.03,482.1288,92.68,Cash,9.3
2025-02-10,12:27:26,A,New York,East,Clothing,Normal,In-store,7,385.97,0.15,2296.5215,637.22,Cash,7.7
2024-07-13,21:29:32,B,Chicago,Midwest,Sports,Member,Online,7,305.58,0.08,1967.9352000000001,391.48,Debit Card,7.6
2023-05-13,14:03:00,A,New York,East,Clothing,Member,In-store,2,428.9,0.22,669.084,135.82,Debit Card,9.6
2023-08-19,12:51:45,A,New York,East,Electronics,Normal,Online,5,138.99,0.08,639.354,141.52,Cash,7.7
2024-10-24,13:00:01,A,New York,East,Clothing,Member,Online,9,357.8,0.09,2930.3820000000005,413.14,UPI,5.2
2025-05-07,12:54:06,B,Chicago,Midwest,Health & Beauty,Member,Online,8,134.7,0.22,840.5279999999999,138.79,Gift Card,10.0
2024-04-16,17:32:42,B,Chicago,Midwest,Sports,Member,In-store,4,151.6,0.02,594.2719999999999,148.31,UPI,9.3
2023-06-27,11:59:46,A,New York,East,Health & Beauty,Normal,Online,1,247.56,0.08,227.7552,25.71,Debit Card,6.3
2023-10-05,10:35:32,A,New York,East,Health & Beauty,Normal,In-store,8,511.97,0.15,3481.396,809.57,Debit Card,7.1
2025-04-30,14:04:56,A,New York,East,Home & Kitchen,Member,Online,7,330.42,0.11,2058.5166,528.37,Cash,9.4
2025-05-14,10:46:28,C,San Francisco,West,Home & Kitchen,Member,Online,4,218.92,0.02,858.1664,118.05,UPI,6.3
2023-10-03,21:30:20,B,Chicago,Midwest,Clothing,Member,Online,6,460.64,0.19,2238.7104000000004,291.36,Credit Card,5.4
2024-02-04,19:34:17,B,Chicago,Midwest,Electronics,Member,In-store,5,233.62,0.18,957.842,231.12,UPI,6.5
2025-08-18,15:48:52,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,8,238.97,0.11,1701.4664,363.56,Gift Card,6.3
2023-07-17,20:57:47,C,San Francisco,West,Sports,Normal,Online,3,478.5,0.02,1406.79,137.85,Gift Card,9.3
2023-08-03,18:05:06,C,San Francisco,West,Health & Beauty,Member,In-store,1,311.63,0.08,286.69960000000003,55.22,Gift Card,9.6
2025-08-23,11:06:34,A,New York,East,Sports,Normal,In-store,6,254.31,0.18,1251.2052,348.36,Cash,9.8
2023-09-05,18:23:09,C,San Francisco,West,Sports,Member,Online,2,594.57,0.07,1105.9002,271.23,Credit Card,8.9
2024-12-09,12:49:58,C,San Francisco,West,Sports,Normal,In-store,8,290.41,0.23,1788.9256000000003,252.05,Debit Card,6.6
2024-10-11,19:00:10,A,New York,East,Electronics,Member,Online,2,574.11,0.21,907.0938000000001,154.83,Credit Card,7.3
2023-07-09,11:23:34,C,San Francisco,West,Sports,Normal,In-store,8,331.03,0.07,2462.8632,277.58,Credit Card,8.6
2024-09-13,12:29:48,B,Chicago,Midwest,Home & Kitchen,Member,Online,8,501.08,0.22,3126.7392,580.41,Credit Card,4.0
2024-03-09,09:12:30,B,Chicago,Midwest,Electronics,Member,In-store,8,505.72,0.18,3317.5232000000005,449.91,Cash,7.9
2025-06-25,18:02:59,B,Chicago,Midwest,Home & Kitchen,Normal,Online,8,263.97,0.18,1731.6432000000002,358.79,Credit Card,9.0
2025-01-04,13:26:19,C,San Francisco,West,Home & Kitchen,Normal,Online,9,513.54,0.13,4021.0181999999995,891.52,Debit Card,4.5
2024-11-29,11:50:05,C,San Francisco,West,Electronics,Member,In-store,6,228.33,0.03,1328.8806,292.22,Cash,8.6
2025-08-23,09:38:02,B,Chicago,Midwest,Clothing,Normal,Online,9,593.53,0.2,4273.416,534.05,Debit Card,9.1
2023-08-03,10:57:54,A,New York,East,Sports,Member,Online,5,568.99,0.23,2190.6115,583.47,Cash,8.2
2024-08-18,11:12:50,C,San Francisco,West,Home & Kitchen,Normal,Online,3,159.21,0.16,401.20919999999995,58.75,Debit Card,6.4
2025-08-31,20:05:00,B,Chicago,Midwest,Sports,Normal,In-store,4,53.02,0.05,201.476,54.55,Gift Card,10.0
2023-09-08,10:40:02,B,Chicago,Midwest,Health & Beauty,Member,Online,5,59.82,0.0,299.1,42.31,Cash,9.5
2024-09-28,14:00:51,A,New York,East,Home & Kitchen,Member,Online,3,240.72,0.1,649.944,68.6,Credit Card,6.0
2025-10-15,13:16:40,B,Chicago,Midwest,Home & Kitchen,Normal,Online,7,570.49,0.01,3953.4957000000004,407.27,UPI,4.7
2023-10-27,14:30:55,A,New York,East,Health & Beauty,Normal,In-store,2,193.88,0.13,337.3512,51.11,Credit Card,4.0
2024-02-23,13:53:09,B,Chicago,Midwest,Clothing,Normal,In-store,9,113.89,0.05,973.7594999999999,146.06,UPI,9.8
2025-07-18,14:21:45,A,New York,East,Clothing,Normal,Online,9,390.17,0.01,3476.4147000000003,519.98,Gift Card,7.4
2023-04-03,17:01:42,A,New York,East,Electronics,Normal,In-store,4,341.7,0.08,1257.456,280.29,Cash,5.9
2025-11-13,20:30:16,C,San Francisco,West,Clothing,Normal,In-store,2,527.67,0.07,981.4661999999998,204.74,UPI,6.8
2025-10-25,21:48:03,C,San Francisco,West,Clothing,Member,In-store,3,312.59,0.14,806.4821999999999,105.56,Credit Card,6.7
2023-01-04,19:05:09,B,Chicago,Midwest,Clothing,Normal,Online,6,455.93,0.13,2379.9546,446.84,Credit Card,8.6
2024-07-02,21:40:36,A,New York,East,Health & Beauty,Member,Online,8,555.7,0.15,3778.76,489.33,UPI,9.7
2024-10-20,10:34:00,C,San Francisco,West,Health & Beauty,Normal,Online,5,165.44,0.08,761.0240000000001,113.16,Credit Card,6.8
2025-10-03,15:11:48,A,New York,East,Sports,Normal,In-store,3,526.83,0.16,1327.6116000000002,273.74,Debit Card,9.2
2025-08-26,14:44:01,B,Chicago,Midwest,Health & Beauty,Normal,Online,6,439.05,0.02,2581.614,209.61,Cash,7.7
2024-10-20,20:40:27,C,San Francisco,West,Clothing,Member,In-store,3,348.48,0.04,1003.6224,230.49,Debit Card,9.1
2024-03-19,19:35:57,A,New York,East,Health & Beauty,Member,Online,6,81.36,0.2,390.528,66.02,Credit Card,4.6
2025-05-16,16:47:42,B,Chicago,Midwest,Sports,Member,In-store,5,197.64,0.12,869.616,187.02,Debit Card,5.2
2025-11-12,10:19:52,A,New York,East,Sports,Normal,In-store,3,504.49,0.11,1346.9883,133.72,Gift Card,7.1
2023-07-23,14:47:07,C,San Francisco,West,Clothing,Member,In-store,1,379.22,0.25,284.415,59.46,UPI,9.5
2024-03-22,14:50:23,C,San Francisco,West,Sports,Normal,Online,4,188.9,0.16,634.704,91.33,Debit Card,8.0
2025-11-03,16:33:48,B,Chicago,Midwest,Electronics,Member,Online,2,586.67,0.06,1102.9396,198.13,Cash,7.4
2023-12-06,20:11:19,C,San Francisco,West,Home & Kitchen,Normal,Online,9,79.86,0.02,704.3652,61.68,Debit Card,4.6
2025-02-06,13:00:43,A,New York,East,Home & Kitchen,Normal,In-store,6,243.82,0.22,1141.0776,144.97,Debit Card,10.0
2025-08-25,09:45:50,C,San Francisco,West,Clothing,Normal,Online,6,154.93,0.19,752.9598000000001,144.18,Cash,6.8
2024-09-22,18:26:23,C,San Francisco,West,Home & Kitchen,Member,Online,4,477.47,0.08,1757.0896000000002,419.64,UPI,8.1
2023-08-29,17:57:31,A,New York,East,Home & Kitchen,Normal,In-store,3,513.43,0.06,1447.8726,304.68,Debit Card,6.7
2024-02-29,12:21:23,C,San Francisco,West,Sports,Normal,In-store,9,90.12,0.0,811.08,224.21,Gift Card,6.3
2024-01-01,10:33:21,C,San Francisco,West,Sports,Normal,In-store,5,283.7,0.05,1347.575,122.05,UPI,6.6
2023-09-12,11:21:32,A,New York,East,Sports,Member,In-store,2,208.08,0.14,357.8976,62.79,UPI,5.3
2025-03-07,17:04:59,B,Chicago,Midwest,Home & Kitchen,Member,In-store,8,433.16,0.03,3361.3216,532.44,Credit Card,7.1
2024-02-28,09:37:19,A,New York,East,Sports,Member,In-store,2,310.99,0.11,553.5622000000001,65.61,Gift Card,5.2
2023-05-28,21:49:17,A,New York,East,Clothing,Member,In-store,1,291.2,0.0,291.2,37.41,Gift Card,8.4
2024-03-20,21:47:22,B,Chicago,Midwest,Sports,Member,In-store,3,336.18,0.14,867.3444,147.0,Gift Card,9.1
2023-08-19,18:33:26,B,Chicago,Midwest,Sports,Normal,In-store,9,181.98,0.1,1474.038,360.75,Cash,9.7
2023-12-31,09:18:06,C,San Francisco,West,Electronics,Member,In-store,5,452.84,0.2,1811.36,274.09,Cash,8.2
2023-05-14,20:07:55,A,New York,East,Home & Kitchen,Normal,Online,4,589.2,0.19,1909.0080000000003,246.0,UPI,9.9
2025-03-08,17:55:09,A,New York,East,Health & Beauty,Normal,In-store,7,593.22,0.04,3986.4384,487.57,UPI,6.2
2023-08-28,21:35:58,B,Chicago,Midwest,Sports,Normal,In-store,5,158.26,0.16,664.6919999999999,148.99,UPI,4.2
2025-02-28,19:59:59,B,Chicago,Midwest,Health & Beauty,Normal,Online,1,499.11,0.07,464.1723,114.75,UPI,9.6
2024-09-28,10:02:11,B,Chicago,Midwest,Health & Beauty,Member,Online,8,71.69,0.18,470.2864,102.75,Debit Card,4.5
2023-12-10,14:46:52,A,New York,East,Clothing,Normal,Online,2,579.78,0.18,950.8392,154.46,Credit Card,5.8
2025-12-16,11:58:31,C,San Francisco,West,Home & Kitchen,Normal,In-store,6,464.22,0.12,2451.0816,320.69,Cash,8.9
2024-04-12,15:54:04,C,San Francisco,West,Electronics,Normal,Online,2,471.73,0.02,924.5908000000001,217.3,Cash,6.1
2023-12-01,21:18:19,C,San Francisco,West,Electronics,Member,In-store,9,44.2,0.09,361.99800000000005,46.31,Cash,7.6
2025-02-07,18:54:13,B,Chicago,Midwest,Clothing,Member,In-store,3,321.98,0.05,917.643,138.25,Cash,4.2
2024-12-06,12:30:10,C,San Francisco,West,Clothing,Member,Online,9,497.8,0.08,4121.784,984.7,Debit Card,4.2
2025-07-30,16:27:53,A,New York,East,Home & Kitchen,Normal,In-store,7,223.78,0.16,1315.8264,164.56,Credit Card,6.3
2024-11-19,17:19:08,C,San Francisco,West,Sports,Member,Online,7,16.06,0.1,101.178,8.1,UPI,10.0
2023-12-27,18:26:24,A,New York,East,Clothing,Member,Online,7,172.64,0.03,1172.2256,296.0,UPI,4.2
2025-11-01,21:52:06,B,Chicago,Midwest,Sports,Member,In-store,3,197.44,0.11,527.1647999999999,52.72,Cash,4.5
2025-08-04,20:24:12,A,New York,East,Health & Beauty,Normal,In-store,7,47.99,0.2,268.744,74.12,Debit Card,8.7
2024-12-08,16:26:27,C,San Francisco,West,Electronics,Member,Online,2,101.37,0.0,202.74,19.6,Credit Card,8.0
2024-11-14,17:16:33,B,Chicago,Midwest,Electronics,Member,Online,3,352.25,0.0,1056.75,270.2,UPI,9.2
2024-06-06,17:18:45,C,San Francisco,West,Sports,Normal,In-store,7,483.64,0.05,3216.2059999999997,356.94,Gift Card,8.9
2023-11-16,19:13:09,B,Chicago,Midwest,Clothing,Normal,Online,4,338.24,0.1,1217.664,179.71,Debit Card,8.9
2023-06-06,21:59:00,B,Chicago,Midwest,Health & Beauty,Member,Online,1,556.85,0.21,439.91150000000005,64.28,Cash,9.0
2025-12-23,09:18:54,B,Chicago,Midwest,Health & Beauty,Normal,Online,5,501.71,0.2,2006.84,389.71,Gift Card,8.1
2025-10-21,21:24:08,A,New York,East,Clothing,Member,Online,5,21.78,0.11,96.921,18.11,Gift Card,9.3
2025-09-23,13:45:01,A,New York,East,Health & Beauty,Member,Online,8,556.75,0.01,4409.46,1032.12,Cash,9.8
2023-07-18,17:03:58,C,San Francisco,West,Health & Beauty,Normal,In-store,8,265.02,0.07,1971.7487999999998,244.54,Debit Card,8.8
2025-02-25,10:58:42,C,San Francisco,West,Home & Kitchen,Normal,Online,3,72.4,0.24,165.072,17.67,UPI,5.5
2024-10-23,14:53:53,A,New York,East,Health & Beauty,Member,In-store,9,178.62,0.04,1543.2767999999999,125.28,Credit Card,6.1
2023-05-06,14:28:18,C,San Francisco,West,Health & Beauty,Member,In-store,2,245.69,0.16,412.75919999999996,85.26,Gift Card,8.4
2024-03-07,11:35:24,A,New York,East,Clothing,Member,In-store,3,79.51,0.21,188.43870000000004,20.78,Cash,6.9
2024-04-18,14:23:46,B,Chicago,Midwest,Home & Kitchen,Normal,Online,7,89.49,0.01,620.1656999999999,115.24,Gift Card,9.7
2023-02-09,15:02:17,B,Chicago,Midwest,Clothing,Normal,In-store,3,258.03,0.04,743.1263999999999,206.37,Gift Card,4.4
2023-06-17,21:13:35,A,New York,East,Electronics,Normal,In-store,8,211.87,0.07,1576.3128,354.03,Cash,5.0
2023-03-24,11:26:04,C,San Francisco,West,Home & Kitchen,Normal,In-store,9,419.66,0.04,3625.8624,398.84,UPI,5.4
2025-04-08,12:19:40,C,San Francisco,West,Sports,Member,In-store,5,576.66,0.02,2825.6339999999996,748.38,Gift Card,5.4
2024-03-30,11:01:24,A,New York,East,Electronics,Member,Online,6,138.95,0.2,666.96,82.87,Cash,9.3
2024-05-04,19:37:47,A,New York,East,Home & Kitchen,Normal,Online,8,381.16,0.03,2957.8016000000002,440.32,Cash,9.8
2023-03-05,13:48:43,B,Chicago,Midwest,Clothing,Normal,In-store,1,52.43,0.08,48.235600000000005,11.85,UPI,7.7
2023-02-05,13:31:24,C,San Francisco,West,Home & Kitchen,Normal,In-store,3,188.8,0.03,549.4080000000001,102.8,UPI,9.0
2024-12-04,16:22:31,A,New York,East,Electronics,Member,In-store,3,43.5,0.04,125.28,29.77,UPI,8.1
2025-11-28,19:20:25,B,Chicago,Midwest,Clothing,Member,In-store,7,54.66,0.03,371.1414,48.73,Credit Card,8.4
2025-07-11,16:35:29,C,San Francisco,West,Home & Kitchen,Member,In-store,7,479.17,0.17,2783.9777,487.38,Debit Card,8.5
2025-03-12,13:37:51,C,San Francisco,West,Clothing,Normal,In-store,9,535.89,0.19,3906.6381000000006,996.53,Gift Card,7.0
2023-01-01,21:29:53,A,New York,East,Electronics,Normal,In-store,4,350.93,0.0,1403.72,217.68,Cash,4.9
2025-02-13,09:55:43,A,New York,East,Health & Beauty,Normal,Online,8,224.78,0.21,1420.6096,148.5,Gift Card,9.1
2023-09-04,12:57:33,C,San Francisco,West,Sports,Normal,Online,4,449.83,0.19,1457.4492,184.27,Credit Card,4.3
2025-03-06,10:40:35,A,New York,East,Health & Beauty,Member,In-store,5,129.51,0.04,621.6479999999999,160.06,Credit Card,9.3
2024-05-01,13:52:35,B,Chicago,Midwest,Home & Kitchen,Member,In-store,2,494.65,0.04,949.728,83.35,UPI,6.5
